,name_last,name_first,key_mlbam,key_retro,key_bbref,key_fangraphs,mlb_played_first,mlb_played_last
4190,Lamb,Jake,571875,lambj001,lambja01,13329,2014.0,2023.0
4214,Foscue,Justin,679822,foscj001,foscuju01,-1,2024.0,2024.0
4216,Thielbar,Caleb,573204,thiec001,thielca01,10078,2013.0,2024.0
4224,Lauer,Eric,641778,lauee001,lauerer01,19316,2018.0,2023.0
4228,d'Arnaud,Travis,518595,darnt001,darnatr01,7739,2013.0,2024.0
4243,Schwarber,Kyle,656941,schwk001,schwaky01,16478,2015.0,2024.0
4251,Pagán,Emilio,641941,pagae001,paganem01,14771,2017.0,2024.0
4252,Wells,Tyler,669330,wellt003,wellsty01,20000,2021.0,2024.0
4256,Woo,Bryan,693433,woo-b001,woobr01,30279,2023.0,2024.0
4279,Romine,Austin,519222,romia002,rominau01,5491,2011.0,2022.0
4281,Crowe,Wil,640444,croww001,crowewi01,19800,2020.0,2023.0
4289,Gore,Terrance,605253,goret001,gorete01,13658,2014.0,2022.0
4298,Stevenson,Andrew,664057,steva001,stevean01,17932,2017.0,2023.0
4299,Priester,Quinn,682990,prieq001,priesqu01,25977,2023.0,2024.0
4301,Solomon,Peter,656981,solop001,solompe01,20476,2021.0,2023.0
4306,Whitley,Forrest,666215,whitf002,whitlfo01,-1,2024.0,2024.0
4317,Germán,Domingo,593334,germd001,germado01,17149,2017.0,2024.0
4359,Spiers,Carson,686730,spiec001,spierca01,27685,2023.0,2024.0
4360,Miller,Bobby,676272,millb005,millebo06,27483,2023.0,2024.0
4366,Adams,Jordyn,677941,adamj003,adamsjo03,23788,2023.0,2024.0
4400,Anderson,Chase,502624,andec001,anderch01,6895,2014.0,2024.0
4404,Bañuelos,David,675915,banud001,banueda01,-1,2024.0,2024.0
4406,Díaz,Lewin,650331,diazl001,diazle01,18365,2020.0,2022.0
4427,Freeman,Freddie,518692,freef001,freemfr01,5361,2010.0,2024.0
4451,Shaw,Bryan,543766,shawb001,shawbr01,8110,2011.0,2024.0
4455,Dunshee,Parker,670161,dunsp001,dunshpa01,-1,2024.0,2024.0
4470,Winn,Masyn,691026,winnm001,winnma01,27479,2023.0,2024.0
4483,Pinto,René,650907,pintr003,pintore02,19859,2022.0,2024.0
4489,Henriquez,Ronny,678692,henrr001,henriro01,24094,2022.0,2024.0
4504,Nelson,Nick,656793,nelsn001,nelsoni01,20153,2020.0,2024.0
4513,Pérez,Óliver,424144,pereo002,perezol01,1514,2002.0,2022.0
4533,Nuñez,Dom,624513,nuned001,nunezdo01,15055,2019.0,2022.0
4537,Imanaga,Shota,684007,imans001,imanash01,33829,2024.0,2024.0
4562,Amaya,Miguel,665804,amaym001,amayami01,21693,2023.0,2024.0
4563,Benintendi,Andrew,643217,benia002,beninan01,17901,2016.0,2024.0
4580,Hendrix,Ryan,641682,hendr003,hendrry01,19535,2021.0,2022.0
4582,Malloy,Justyn-Henry,669234,mallj001,malloju02,-1,2024.0,2024.0
4586,Middleton,Keynan,641871,middk001,middlke01,15264,2017.0,2023.0
4608,Black,Mason,696131,blacm001,blackma01,-1,2024.0,2024.0
4617,Volpe,Anthony,683011,volpa001,volpean01,27647,2023.0,2024.0
4624,Banda,Anthony,607455,banda001,bandaan01,14706,2017.0,2024.0
4633,Skenes,Paul,694973,skenp001,skenepa01,-1,2024.0,2024.0
4641,McArthur,James,663704,mcarj001,mcartja01,21527,2023.0,2024.0
4646,Kolozsvary,Mark,656627,kolom001,kolozma01,21304,2022.0,2023.0
4652,Peralta,Sammy,671111,peras001,peralsa01,25589,2023.0,2024.0
4653,Gonsolin,Tony,664062,gonst001,gonsoto01,19388,2019.0,2023.0
4660,Hernández,Elieser,622694,herne002,hernael01,16933,2018.0,2024.0
4674,Boxberger,Brad,502202,boxbb001,boxbebr01,10133,2012.0,2023.0
4707,Irvin,Jake,663623,irvij001,irvinja01,21504,2023.0,2024.0
4734,Vilade,Ryan,668723,vilar001,viladry01,22165,2021.0,2024.0
4735,Thompson,Mason,666168,thomm005,thompma02,21850,2021.0,2023.0
4744,Ellis,Duke,668752,ellid003,ellisdu01,-1,2024.0,2024.0
4749,Kittredge,Andrew,552640,kitta001,kittran01,12828,2017.0,2024.0
4758,Solak,Nick,669256,solan001,solakni01,19294,2019.0,2023.0
4762,Bradley,Archie,605151,brada001,bradlar01,12918,2015.0,2023.0
4766,Maton,Phil,664208,matop002,matonph01,18064,2017.0,2024.0
4793,Armstrong,Shawn,542888,armss001,armstsh01,12857,2015.0,2024.0
4801,Parsons,Wes,641149,parsw001,parsowe01,14764,2018.0,2024.0
4802,Foley,Jason,671345,folej001,foleyja01,19531,2021.0,2024.0
4817,Suter,Brent,608718,suteb001,suterbr01,13942,2016.0,2024.0
4836,Schreiber,John,670167,schrj001,schrejo01,20020,2019.0,2024.0
4841,Wantz,Andrew,681806,wanta001,wantzan01,24933,2021.0,2024.0
4868,Rocker,Kumar,677958,rockk001,rockeku01,-1,2024.0,2024.0
4873,Gamel,Ben,592325,gameb001,gamelbe01,12160,2016.0,2024.0
4915,King,Bryan,687911,kingb001,kingbr02,-1,2024.0,2024.0
4924,White,Owen,669391,whito001,whiteow01,22273,2023.0,2024.0
4927,Bird,Jake,656234,birdj001,birdja01,21267,2022.0,2024.0
4928,Rogers,Tyler,643511,roget002,rogerty01,15541,2019.0,2024.0
4933,Stewart,Brock,592779,stewb001,stewabr01,16727,2016.0,2024.0
4968,Vespi,Nick,663989,vespn001,vespini01,21093,2022.0,2024.0
4971,Waites,Cole,686972,waitc001,waiteco01,25665,2022.0,2023.0
4973,Marcano,Tucupita,672779,marct001,marcatu01,22871,2021.0,2023.0
4982,VanMeter,Josh,642165,vanmj001,vanmejo01,15170,2019.0,2022.0
5001,Sogard,Nick,686765,sogan001,sogarni01,-1,2024.0,2024.0
5004,Beckham,Tim,542921,beckt001,beckhti01,7949,2013.0,2022.0
5006,Rojas,Miguel,500743,rojam002,rojasmi02,7802,2014.0,2024.0
5014,McKenzie,Triston,663474,mcket001,mckentr01,18000,2020.0,2024.0
5026,Bellinger,Cody,641355,bellc002,bellico01,15998,2017.0,2024.0
5060,Smith,Will,519293,smitw002,smithwi04,8048,2012.0,2024.0
5105,Moreno,Gabriel,672515,moreg001,morenga01,22664,2022.0,2024.0
5122,Otañez,Michel,671305,otanm001,otanemi01,-1,2024.0,2024.0
5130,Correa,Carlos,621043,corrc001,correca01,14162,2015.0,2024.0
5141,Minaya,Juan,573668,minaj001,minayju01,10341,2016.0,2022.0
5148,Vosler,Jason,613564,voslj001,vosleja01,16686,2021.0,2024.0
5167,Fujinami,Shintaro,660261,fujis001,fujinsh01,31839,2023.0,2023.0
5169,Walker,Ryan,676254,walkr001,walkery01,20423,2023.0,2024.0
5178,Long,Sam,669674,longs002,longsa01,25379,2021.0,2024.0
5181,Sedlock,Cody,642060,sedlc001,sedloco01,19357,2022.0,2022.0
5186,Rosario,Amed,642708,rosaa003,rosaram01,15518,2017.0,2024.0
5193,Merrill,Jackson,701538,merrj002,merrija01,29490,2024.0,2024.0
5196,Herget,Kevin,643361,hergk001,hergeke01,15369,2022.0,2024.0
5203,Ellis,Chris,595939,ellic001,ellisch01,16125,2019.0,2022.0
5205,Martin,Corbin,656686,martc009,martico02,19884,2019.0,2022.0
5239,Gsellman,Robert,607229,gselr001,gsellro01,13696,2016.0,2022.0
5246,Treinen,Blake,595014,treib001,treinbl01,12572,2014.0,2024.0
5253,Anderson,Grant,681982,andeg002,andergr01,20546,2023.0,2024.0
5286,Senzatela,Antonio,622608,senza001,senzaan01,15488,2017.0,2024.0
5314,Weber,Ryan,543901,weber001,weberry01,10160,2015.0,2023.0
5341,Kristofak,Zac,670219,krisz001,kristza01,-1,2024.0,2024.0
5342,Fleming,Josh,676596,flemj001,flemijo01,20418,2020.0,2024.0
5343,McGee,Easton,668834,mcgee001,mcgeeea01,22176,2022.0,2023.0
5352,Castro,Anthony,621593,casta005,castran02,19789,2020.0,2022.0
5358,Wong,Jake,673858,wongj001,wongja01,23095,2023.0,2023.0
5370,García,Yimi,554340,garcy001,garciyi01,12095,2014.0,2024.0
5386,Scott,Tayler,605463,scott004,scottta02,13652,2019.0,2024.0
5432,Swaggerty,Travis,680552,swagt001,swaggtr01,24491,2022.0,2022.0
5441,Estes,Joey,683155,estej001,estesjo01,26257,2023.0,2024.0
5458,Rodríguez,Manuel,655889,rodrm001,rodrima01,20794,2021.0,2024.0
5499,Garlick,Kyle,664247,garlk001,garliky01,18063,2019.0,2023.0
5501,Narvaez,Carlos,665966,narvc002,narvaca01,-1,2024.0,2024.0
5502,Knizner,Andrew,668800,kniza001,kniznan01,19514,2019.0,2024.0
5531,Romero,Jhon,664584,romej003,romerjh01,19940,2021.0,2022.0
5561,Pollock,AJ,572041,polla001,polloaj01,9256,2012.0,2023.0
5564,Smeltzer,Devin,656970,smeld001,smeltde01,19487,2019.0,2023.0
5590,Marsh,Alec,679525,marsa001,marshal01,27451,2023.0,2024.0
5599,Villar,David,681584,villd001,villada01,24782,2022.0,2024.0
5613,Severino,Anderson,644429,sevea002,severan01,20582,2022.0,2022.0
5617,Jiménez,Eloy,650391,jimee001,jimenel02,17484,2019.0,2024.0
5621,Then,Juan,672730,thenj001,thenju01,22828,2023.0,2023.0
5636,Senga,Kodai,673540,sengk001,sengako01,31838,2023.0,2024.0
5638,Perdomo,Ángel,622780,perda001,perdoan01,17759,2020.0,2023.0
5655,Hermosillo,Michael,641684,hermm001,hermomi01,16285,2018.0,2022.0
5663,Melendez,MJ,669004,melem001,melenmj01,22197,2022.0,2024.0
5664,Steele,Justin,657006,steej002,steelju01,17312,2021.0,2024.0
5666,Hunter,Tommy,488984,huntt002,hunteto02,1157,2008.0,2023.0
5694,Tatís,Fernando,665487,tatif002,tatisfe02,19709,2019.0,2024.0
5699,Burnes,Corbin,669203,burnc002,burneco01,19361,2018.0,2024.0
5703,Crismatt,Nabil,622503,crisn001,crismna01,17732,2020.0,2024.0
5721,Payamps,Joel,606303,payaj001,payamjo01,14332,2019.0,2024.0
5732,Kolek,Stephen,663568,koles001,kolekst01,21487,2024.0,2024.0
5734,Milner,Hoby,571948,milnh001,milneho01,13346,2017.0,2024.0
5769,Rogers,Jake,668670,rogej004,rogerja03,19452,2019.0,2024.0
5772,Speier,Gabe,642100,speig001,speiega01,17170,2019.0,2024.0
5799,Emanuel,Kent,592288,emank001,emanuke01,15849,2021.0,2024.0
5806,Kelly,Carson,608348,kellc002,kellyca02,13620,2016.0,2024.0
5812,Hayes,Ke'Bryan,663647,hayek001,hayeske01,18577,2020.0,2024.0
5835,Barnes,Jacob,606930,barnj002,barneja01,12323,2016.0,2024.0
5846,Brieske,Beau,689225,brieb001,briesbe01,26079,2022.0,2024.0
5852,Hendriks,Liam,521230,hendl001,hendrli01,3548,2011.0,2023.0
5861,Lindgren,Jeff,689167,lindj006,lindgje01,25830,2023.0,2023.0
5880,Cruz,Fernando,518585,cruzf002,cruzfe01,7048,2022.0,2024.0
5887,Donaldson,Josh,518626,donaj001,donaljo02,5038,2010.0,2023.0
5901,Duffy,Matt,622110,duffm002,duffyma01,13836,2014.0,2024.0
5913,Hill,Tim,657612,hillt002,hillti01,16814,2018.0,2024.0
5917,Sandlin,Nick,680704,sandn001,sandlni01,20517,2021.0,2024.0
5924,Hudson,Bryan,663542,hudsb001,hudsobr01,19924,2023.0,2024.0
5933,Phelps,David,475479,pheld001,phelpda01,6316,2012.0,2022.0
5943,Hall,Darick,669742,halld003,hallda02,19717,2022.0,2023.0
5944,Doolittle,Sean,448281,dools001,doolise01,1581,2012.0,2022.0
5952,Mountcastle,Ryan,663624,mounr001,mountry01,18373,2020.0,2024.0
5969,Pineda,Israel,672832,pinei001,pinedis01,22906,2022.0,2022.0
5972,Suárez,Albert,544150,suara001,suareal01,6175,2016.0,2024.0
5974,Ramos,Bryan,682868,ramob001,ramosbr01,-1,2024.0,2024.0
5983,Quintana,Jose,500779,quinj001,quintjo01,11423,2012.0,2024.0
5999,Contreras,William,661388,contw002,contrwi02,20503,2020.0,2024.0
6009,Wallach,Chad,595453,wallc001,wallach01,17161,2017.0,2023.0
6020,Porter,Logan,682515,portl001,portelo01,20626,2023.0,2023.0
6028,Nevin,Tyler,663527,nevit001,nevinty01,17893,2021.0,2024.0
6031,Hernández,Jonathan,642546,hernj004,hernajo02,17464,2019.0,2024.0
6050,Snead,Kirby,669912,sneak001,sneadki01,19179,2021.0,2024.0
6056,Shuster,Jared,694363,shusj001,shustja01,27472,2023.0,2024.0
6058,Ladwig,A. J.,607609,ladwa001,ladwiaj01,16266,2022.0,2022.0
6087,Martinez,Adrián,661309,marta006,martiad01,21023,2022.0,2023.0
6099,Britton,Zack,502154,britz001,brittza01,3240,2011.0,2022.0
6120,White,Eli,642201,white006,whiteel04,19346,2020.0,2024.0
6136,Cortés,Néstor,641482,cortn001,cortene01,17874,2018.0,2024.0
6146,Minor,Mike,501985,minom001,minormi01,10021,2010.0,2022.0
6158,Rasmussen,Drew,656876,rasmd002,rasmudr01,25385,2020.0,2024.0
6160,Frías,Luis,666818,frial001,friaslu01,21997,2021.0,2024.0
6164,Senzel,Nick,669222,senzn001,senzeni01,19293,2019.0,2024.0
6166,Gutiérrez,Kelvin,642721,gutik001,gutieke01,17468,2019.0,2022.0
6183,Wentz,Joey,666214,wentj001,wentzjo01,19962,2022.0,2024.0
6194,Gibaut,Ian,664139,gibai001,gibauia01,17871,2019.0,2024.0
6221,Estévez,Carlos,608032,estec001,estevca01,14542,2016.0,2024.0
6248,Swarmer,Matt,664161,swarm001,swarmma01,19705,2022.0,2022.0
6252,Fortes,Nick,663743,fortn001,forteni01,21538,2021.0,2024.0
6274,Oviedo,Johan,670912,oviej001,oviedjo01,22487,2020.0,2023.0
6284,Beeks,Jalen,656222,beekj001,beeksja02,17192,2018.0,2024.0
6296,Grandal,Yasmani,518735,grany001,grandya01,11368,2012.0,2024.0
6297,Vieaux,Cam,664944,vieac001,vieauca01,19529,2022.0,2022.0
6299,Villalobos,Eli,681871,ville003,villael02,-1,2024.0,2024.0
6311,Lucas,Easton,687922,lucae002,lucasea01,26058,2023.0,2024.0
6318,Castellani,Ryan,624418,castr005,castery01,16377,2020.0,2022.0
6319,Kuhnel,Joel,669270,kuhnj001,kuhnejo01,19995,2019.0,2024.0
6322,Crawford,Brandon,543063,crawb001,crawfbr01,5343,2011.0,2024.0
6333,Dozier,Hunter,641531,dozih001,doziehu01,15117,2016.0,2023.0
6336,Navarro,Edgar,679346,navae002,navared01,24363,2023.0,2023.0
6347,Brinson,Lewis,621446,brinl001,brinsle01,14352,2017.0,2022.0
6354,Perkins,Blake,663368,perkb002,perkibl01,19921,2023.0,2024.0
6356,Renfroe,Hunter,592669,renfh001,renfrhu01,15464,2016.0,2024.0
6357,Ortega,Oliver,661383,orteo001,ortegol01,21025,2021.0,2023.0
6358,Herz,DJ,687792,herzd001,herzdj01,-1,2024.0,2024.0
6359,Dubin,Shawn,681869,dubis001,dubinsh01,24977,2023.0,2024.0
6366,Outman,James,681546,outmj002,outmaja01,24770,2022.0,2024.0
6377,Naughton,Packy,676050,naugp001,naughpa01,23292,2021.0,2023.0
6395,Cáceres,Kelvin,680983,cacek001,cacerke01,24681,2023.0,2023.0
6397,Arenado,Nolan,571448,arenn001,arenano01,9777,2013.0,2024.0
6403,Ortiz,Luis,656814,ortil002,ortizlu02,16942,2018.0,2024.0
6419,Crawford,Kutter,676710,crawk001,crawfku01,20531,2021.0,2024.0
6425,Peralta,Wandy,593974,peraw002,peralwa01,14295,2016.0,2024.0
6435,Varland,Louis,686973,varll001,varlalo01,27691,2022.0,2024.0
6440,Hoffman,Jeff,656546,hoffj003,hoffmje02,17432,2016.0,2024.0
6459,Baz,Shane,669358,baz-s001,bazsh01,22264,2021.0,2024.0
6460,Suárez,Ranger,624133,suarr001,suarera01,17277,2018.0,2024.0
6462,Abad,Fernando,472551,abadf001,abadfe01,4994,2010.0,2023.0
6486,Suzuki,Kurt,435559,suzuk001,suzukku01,8259,2007.0,2022.0
6519,Fletcher,David,664058,fletd002,fletcda02,17992,2018.0,2024.0
6526,Winans,Allan,642216,winaa001,winanal01,21238,2023.0,2024.0
6531,Williams,Alika,675961,willa005,willial04,27604,2023.0,2024.0
6534,Brogdon,Connor,641401,brogc001,brogdco01,21205,2020.0,2024.0
6538,St. John,Locke,657766,stjol001,stjohlo01,16850,2019.0,2022.0
6553,Vargas,Ildemaro,545121,vargi001,vargail01,13324,2017.0,2024.0
6614,Murphy,Tom,608596,murpt002,murphto04,13499,2015.0,2024.0
6621,Madrigal,Nick,663611,madrn001,madrini01,20521,2020.0,2024.0
6628,Medina,Adonis,658431,media001,medinad01,19903,2020.0,2022.0
6636,Barrera,Tres,668663,barrt004,barretr01,19977,2019.0,2023.0
6637,Luplow,Jordan,656669,luplj001,luplojo01,16424,2017.0,2023.0
6643,Cordero,Franchy,614173,cordf003,cordefr02,14567,2017.0,2023.0
6647,Edwards,Carl,605218,edwac001,edwarca01,13607,2015.0,2024.0
6648,Norwood,James,656803,norwj001,norwoja01,16440,2018.0,2022.0
6655,Saalfrank,Andrew,685314,saala001,saalfan01,26203,2023.0,2024.0
6659,Rodgers,Brendan,663898,rodgb002,rodgebr02,17907,2019.0,2024.0
6671,Greiner,Grayson,606988,greig001,greingr01,17062,2018.0,2022.0
6679,Marsh,Brandon,669016,marsb002,marshbr02,20202,2021.0,2024.0
6683,Effross,Scott,664123,effrs001,effrosc01,18384,2021.0,2024.0
6705,Cowser,Colton,681297,cowsc001,cowseco01,29591,2023.0,2024.0
6707,Riddle,JT,595375,riddj001,riddljt01,17642,2017.0,2022.0
6729,Mondesí,Adalberto,609275,mondr003,mondera02,13769,2016.0,2022.0
6731,Gelof,Zack,680869,geloz001,gelofza01,29766,2023.0,2024.0
6753,López,Jorge,605347,lopej004,lopezjo02,14527,2015.0,2024.0
6764,Zimmermann,Bruce,669145,zimmb002,zimmebr02,20370,2020.0,2023.0
6778,Norby,Connor,681393,norbc001,norbyco01,-1,2024.0,2024.0
6779,O'Day,Darren,503285,odayd001,odayda01,3321,2008.0,2022.0
6786,Davis,Brendon,663478,davib006,davisbr04,18587,2022.0,2022.0
6787,Houck,Tanner,656557,houct001,houckta01,19879,2020.0,2024.0
6795,Martínez,J. P.,679881,martj012,martijp01,24451,2023.0,2024.0
6883,Alcántara,Kevin,682634,alcak001,alcanke01,-1,2024.0,2024.0
6889,Robertson,Nick,687798,roben002,roberni01,26226,2023.0,2024.0
6903,Willingham,Amos,686294,willa004,william01,26128,2023.0,2024.0
6909,Shreve,Chasen,592741,shrec001,shrevch01,10855,2014.0,2024.0
6954,Barrosa,Jorge,678489,barrj004,barrojo01,23968,2024.0,2024.0
6962,Ingram,Kolton,688427,ingrk001,ingrako01,26068,2023.0,2023.0
6984,Machado,Manny,592518,machm001,machama01,11493,2012.0,2024.0
6985,Aldegheri,Sam,691951,aldes001,aldegsa01,-1,2024.0,2024.0
6986,Krizan,Jason,607249,krizj001,krizaja01,12394,2022.0,2022.0
7006,McDonald,Mickey,676782,mcdom002,mcdonmi01,20533,2022.0,2022.0
7009,McCoy,Mason,669200,mccom002,mccoyma01,22232,2023.0,2024.0
7015,Yastrzemski,Mike,573262,yastm001,yastrmi01,14854,2019.0,2024.0
7039,Rosenberg,Kenny,670046,rosek001,rosenke01,20009,2022.0,2024.0
7052,Mazeika,Patrick,664850,mazep001,mazeipa01,18142,2021.0,2022.0
7057,Hernández,Yonny,660634,herny003,hernayo02,19432,2021.0,2023.0
7071,Torres,Gleyber,650402,torrg001,torregl01,16997,2018.0,2024.0
7084,Peralta,Wily,503449,peraw001,peralwi01,7738,2012.0,2022.0
7093,Wong,Kolten,543939,wongk001,wongko01,12532,2013.0,2023.0
7098,Ray,Robbie,592662,ray-r002,rayro02,11486,2014.0,2024.0
7107,Gonzales,Marco,594835,gonzm005,gonzama02,15467,2014.0,2024.0
7141,Suarez,José,660761,suarj001,suarejo01,19911,2019.0,2024.0
7156,Johnson,Bryce,669369,johnb005,johnsbr03,20002,2022.0,2024.0
7159,Peguero,Liover,678894,pegul001,pegueli01,24273,2022.0,2024.0
7163,Toussaint,Touki,657053,toust001,toussto01,16929,2018.0,2024.0
7165,Sampson,Adrian,592716,sampa001,sampsad01,13339,2016.0,2022.0
7174,Alzolay,Adbert,640470,alzoa001,alzolad01,17859,2019.0,2024.0
7183,Mlodzinski,Carmen,669387,mlodc001,mlodzca01,27572,2023.0,2024.0
7206,Caballero,José,676609,cabaj001,cabaljo01,23401,2023.0,2024.0
7210,Feduccia,Hunter,676439,feduh001,feduchu01,-1,2024.0,2024.0
7211,Mead,Curtis,678554,meadc001,meadcu01,23986,2023.0,2024.0
7218,Wallner,Matt,670242,wallm001,wallnma01,26466,2022.0,2024.0
7234,Morris,Cody,663752,morrc001,morrico01,25388,2022.0,2023.0
7268,Meadows,Austin,640457,meada001,meadoau01,15672,2018.0,2023.0
7278,Camargo,Johan,622666,camaj001,camarjo01,14950,2017.0,2023.0
7298,Jackson,Drew,623515,jackd004,jacksdr01,17807,2019.0,2022.0
7302,Uceta,Edwin,670955,ucete001,ucetaed01,20539,2021.0,2024.0
7313,Thornton,Trent,663423,thort002,thorntr01,17948,2019.0,2024.0
7343,Sammons,Bryan,676614,sammb001,sammobr01,-1,2024.0,2024.0
7347,De Los Santos,Yerry,660787,deloy001,delosye01,21420,2022.0,2023.0
7369,Casali,Curt,592200,casac001,casalcu01,12510,2014.0,2024.0
7382,McLain,Matt,680574,mclam001,mclaima01,29695,2023.0,2023.0
7388,Kirby,George,669923,kirbg001,kirbyge01,25436,2022.0,2024.0
7393,Fedde,Erick,607200,fedde001,feddeer01,17425,2017.0,2024.0
7396,Lowther,Zac,675912,lowtz001,lowthza01,20243,2021.0,2022.0
7424,Adams,Austin,613534,adama002,adamsau02,13801,2017.0,2024.0
7448,Jones,Greg,675659,joneg003,jonesgr02,-1,2024.0,2024.0
7470,Crouse,Hans,668968,crouh001,crousha01,22192,2021.0,2024.0
7488,Sweet,Devin,682967,sweed002,sweetde01,25348,2023.0,2023.0
7490,García,Avisaíl,541645,garca003,garciav01,5760,2012.0,2024.0
7497,Schmidt,Clarke,657376,schmc002,schmicl01,19899,2020.0,2024.0
7541,Buxton,Byron,621439,buxtb001,buxtoby01,14161,2015.0,2024.0
7542,Mayza,Tim,641835,mayzt001,mayzati01,15042,2017.0,2024.0
7552,Edwards,Xavier,669364,edwax001,edwarxa01,22266,2023.0,2024.0
7553,Sadzeck,Connor,592712,sadzc001,sadzeco01,13483,2018.0,2022.0
7555,Pinto,Ricardo,620982,pintr002,pintori01,16318,2017.0,2024.0
7556,García,Luis,671277,garcl006,garcilu04,20391,2020.0,2024.0
7568,Mitchell,Cal,668751,mitcc002,mitchca01,22169,2022.0,2023.0
7588,Dean,Austin,621573,deana001,deanau01,18288,2018.0,2022.0
7625,Kelly,Kevin,687330,kellk004,kellyke02,25679,2023.0,2024.0
7638,Kravetz,Evan,667478,krave001,kraveev01,-1,2024.0,2024.0
7640,Tovar,Ezequiel,678662,tovae001,tovarez01,24064,2022.0,2024.0
7674,Pérez,Carlos,542208,perec003,perezca02,10642,2015.0,2023.0
7690,Davidson,Tucker,656353,davit005,davidtu01,19871,2020.0,2024.0
7705,Marte,José,665896,martj010,martejo01,21761,2021.0,2024.0
7712,Gose,Anthony,543238,gosea001,gosean01,5097,2012.0,2024.0
7725,Guthrie,Dalton,656495,guthd001,guthrda01,21293,2022.0,2023.0
7746,Kelly,Joe,523260,kellj001,kellyjo05,9761,2012.0,2024.0
7752,McCullers,Lance,621121,mccul002,mcculla02,14120,2015.0,2022.0
7755,Smith,Chad,663385,smitc007,smithch12,20190,2022.0,2023.0
7781,Kingery,Scott,664068,kings001,kingesc01,17975,2018.0,2022.0
7796,Carlton,Drew,656290,carld003,carltdr01,19868,2021.0,2023.0
7804,Giles,Ken,571704,gilek001,gileske01,12910,2014.0,2022.0
7806,Henry,Tommy,674072,henrt001,henryto01,26285,2022.0,2024.0
7810,Wilson,Marcus,657129,wilsm003,wilsoma02,17910,2022.0,2022.0
7818,Moustakas,Mike,519058,mousm001,moustmi01,4892,2011.0,2023.0
7826,Koch,Grant,667428,kochg001,kochgr01,-1,2024.0,2024.0
7858,Ryan,Ryder,656924,ryanr002,ryanry01,19891,2023.0,2024.0
7867,Bielak,Brandon,656232,bielb001,bielabr01,19866,2020.0,2024.0
7869,Teherán,Julio,527054,tehej001,teherju01,6797,2011.0,2024.0
7895,Davis,Henry,680779,davih001,davishe01,29617,2023.0,2024.0
7914,Leiter,Jack,683004,leitj001,leiteja01,-1,2024.0,2024.0
7919,Pereda,Jhonny,640902,perej004,peredjh01,-1,2024.0,2024.0
7953,Curry,Xzavion,675540,currx001,curryxz01,25595,2022.0,2024.0
7957,Busenitz,Alan,641427,busea001,busenal01,15239,2017.0,2024.0
7961,Phillips,Tyler,663969,philt002,phillty01,-1,2024.0,2024.0
7981,Freeman,Tyler,671289,freet001,freemty01,22532,2022.0,2024.0
7989,Urquidy,José,664353,urquj001,urquijo01,18413,2019.0,2023.0
7996,Pfaadt,Brandon,694297,pfaab001,pfaadbr01,27782,2023.0,2024.0
8000,Sherriff,Ryan,595411,sherr001,sherrry01,12249,2017.0,2023.0
8007,Garza,Justin,621057,garzj001,garzaju01,19784,2021.0,2023.0
8033,Andriese,Matt,542882,andrm001,andrima01,12022,2015.0,2024.0
8056,Woodruff,Brandon,605540,woodb005,woodrbr01,16162,2017.0,2023.0
8068,Dowdy,Kyle,664871,dowdk001,dowdyky01,19285,2019.0,2022.0
8099,Whitley,Kodi,676831,whitk001,whitlko01,19731,2020.0,2022.0
8127,Drury,Brandon,592273,drurb001,drurybr01,11615,2015.0,2024.0
8141,Familia,Jeurys,544727,famij001,familje01,5114,2012.0,2023.0
8142,Barrero,José,676480,garcj007,garcijo02,23378,2020.0,2023.0
8151,Cavalli,Cade,676917,cavac001,cavalca01,27473,2022.0,2022.0
8156,Faedo,Alex,656412,faeda001,faedoal01,19874,2022.0,2024.0
8164,Uelmen,Erich,657272,uelme001,uelmeer01,20323,2022.0,2023.0
8172,Williams,Luke,663897,willl001,willilu01,19931,2021.0,2024.0
8178,Jones,Nolan,666134,jonen002,jonesno01,20529,2022.0,2024.0
8180,Vest,Will,676684,vestw001,vestwi01,19769,2021.0,2024.0
8193,Falter,Bailey,663559,faltb001,falteba01,20070,2021.0,2024.0
8224,Remillard,Zach,621545,remiz001,remilza01,19788,2023.0,2024.0
8231,Beeter,Clayton,690925,beetc001,beetecl01,27494,2024.0,2024.0
8241,Fry,David,681807,fry-d001,fryda01,24934,2023.0,2024.0
8246,Kuhl,Chad,641771,kuhlc001,kuhlch01,14975,2016.0,2024.0
8255,Álvarez,José,501625,alvaj003,alvarjo02,5358,2013.0,2022.0
8283,Capra,Vinny,681962,caprv001,capravi01,25040,2022.0,2024.0
8302,Pilkington,Konnor,663455,pilkk001,pilkiko01,21453,2022.0,2023.0
8320,Bailey,Patrick,672275,bailp001,bailepa01,27478,2023.0,2024.0
8328,Bradley,Taj,671737,bradt002,bradlta01,22543,2023.0,2024.0
8329,Archer,Chris,502042,archc001,archech01,6345,2012.0,2022.0
8334,Rocchio,Brayan,677587,roccb001,rocchbr01,23690,2023.0,2024.0
8336,Miranda,José,669304,miraj002,miranjo01,20538,2022.0,2024.0
8337,Castellanos,Nick,592206,castn001,casteni01,11737,2013.0,2024.0
8344,Williamson,Brandon,682227,willb003,willibr02,25463,2023.0,2024.0
8351,Rodríguez,Elvin,660730,rodre005,rodriel02,20962,2022.0,2023.0
8362,Rengifo,Luis,650859,rengl001,rengilu01,19858,2019.0,2024.0
